Price,Close,High,Low,Open,Volume,SMA_10,EMA_10,RSI_14,MACD,MACD_Signal,MACD_Histogram,Bollinger_High,Bollinger_Low,Bollinger_Middle,Volume_SMA_20,ATR_14
2025-10-03,517.3499755859375,520.489990234375,515.0,517.0999755859375,15112300,513.7669982910156,514.4806996596036,56.490258862943,2.3596987074695335,1.4198494719231765,0.939849235546357,523.2566077362706,497.37939079888565,510.3179992675781,20050780.0,7.643067990586849
2025-10-06,528.5700073242188,531.030029296875,518.2000122070312,518.6099853515625,21388600,515.1789978027343,517.0423919622608,65.04577389239387,3.3568162020657155,1.8072428179516844,1.5495733841140311,525.8165655687714,497.85643247810367,511.8364990234375,20281660.0,8.074281256326183
2025-10-07,523.97998046875,529.7999877929688,521.4400024414062,528.2899780273438,14615200,516.6539947509766,518.3037716907133,59.860125059594715,3.733623308198503,2.192518916001048,1.5411043921974548,526.6184306220729,499.6115651054662,513.1149978637695,20291895.0,8.094688691700204
2025-10-08,524.8499755859375,526.9500122070312,523.0900268554688,523.280029296875,13363400,518.1239929199219,519.493990580754,60.50286586866277,4.055695457015986,2.565154224204036,1.49054123281195,527.4311671903461,501.24682658406795,514.338996887207,19879475.0,7.792209881690368
2025-10-09,522.4000244140625,524.3300170898438,517.4000244140625,522.3400268554688,18343600,519.6609954833984,520.0223603686283,57.70086982834114,4.066374734179135,2.8653983261990557,1.2009764079800793,527.4207101302399,503.39628510901787,515.4084976196289,19852575.0,7.767762830989271
2025-10-10,510.9599914550781,523.5800170898438,509.6300048828125,519.6400146484375,24133800,519.6109954833985,518.374656929801,46.80140871432571,3.115806014610939,2.9154798638814325,0.20032615072950666,527.3850511715883,503.53794382352896,515.4614974975586,19878020.0,8.209352072135127
2025-10-13,514.0499877929688,516.4099731445312,511.6799926757813,516.4099731445312,14284200,519.5559967041015,517.5883534503769,49.57222568617056,2.5820461158110675,2.8487931142673597,-0.26674699845629224,527.3354441004129,503.45655113884493,515.3959976196289,19735040.0,8.012254187657842
2025-10-14,513.5700073242188,515.280029296875,506.0,510.2300109863281,14684300,519.1179962158203,516.8577450638027,49.14404322377183,2.096144093707835,2.698263310155455,-0.6021192164476199,527.238533976681,504.00646114050653,515.6224975585938,19483660.0,8.102809552601924
2025-10-15,513.4299926757812,517.1900024414062,510.0,514.9600219726562,14694700,518.4899932861329,516.2345173568897,49.01105319364844,1.6803946845640212,2.494689585037168,-0.814294900473147,527.1727963317279,504.4131991516705,515.7929977416992,19427565.0,8.037609044659375
2025-10-16,511.6099853515625,516.8499755859375,508.1300048828125,512.5800170898438,15559600,518.0769927978515,515.3936933559211,47.22218388524109,1.1903295240771286,2.2338175728451604,-1.0434880487680318,527.0015888204034,504.9004039774482,515.9509963989258,19259860.0,8.086349163121204
2025-10-17,513.5800170898438,515.47998046875,507.30999755859375,509.0400085449219,19867800,517.6999969482422,515.063934034816,49.37608174455427,0.9499638586687524,1.9770468300098787,-1.0270829713411262,526.7909563382357,504.67603890102214,515.7334976196289,17629545.0,8.092323002195135
2025-10-20,516.7899780273438,518.7000122070312,513.4299926757812,514.6099853515625,14665600,516.5219940185547,515.3777602152757,52.759090683976424,1.0068826416545562,1.7830139923388142,-0.776131350684258,526.9006724758763,504.8003193454128,515.8504959106446,17362360.0,7.890729897127626
2025-10-21,517.6599731445312,518.6900024414062,513.0399780273438,517.5,15586200,515.8899932861328,515.7927080205948,53.662902402218,1.109404003579698,1.6482919945869912,-0.5388879910072932,526.9155102114432,505.6284778256661,516.2719940185547,17151690.0,7.730679505480117
2025-10-22,519.7650146484375,525.219970703125,517.7100219726562,521.1500244140625,12920407,515.3814971923828,516.5149455892935,55.863237007798794,1.3450077660426132,1.5876351488781155,-0.24262738283550234,527.1115293589993,506.3939607533053,516.7527450561523,17121025.35,7.718487937845376
